ID,Nombre,Este,Norte,Tipo Tecnología,zona o huso,Huso,banda,Latitud,Longitud,,
2003,PMGD PFV LOCKMA,371401,7389091,Fotovoltaica,19K,19,K,-23.60361707,-70.26045557,,
2004,PMGD PFV CKILIR,369693,7388209,Fotovoltaica,19K,19,K,-23.61144518,-70.2772704,,
2005,PMGD PFV SAN JOSE II,232808,5957506,Fotovoltaica,19H,19,H,-36.49051382,-71.98278153,,
2006,PMGD PFV AVEL SOLAR,736748,5856837,Fotovoltaica,18H,18,H,-37.40502608,-72.32519588,,
2007,PMGD PFV PALTO SUNLIGHT,291659,6351055,Fotovoltaica,19H,19,H,-32.95898097,-71.22899138,,
2009,PMGD PFV NIHUE,262906,6239111,Fotovoltaica,19H,19,H,-33.96181405,-71.56592914,,
2011,PMGD PFV COLTAUCO ALMENDRO,388583,6206034,Fotovoltaica,19H,19,H,-34.28090654,-70.21045878,,
2012,PMGD PFV PEQUEN,302321,6141289,Fotovoltaica,19H,19,H,-34.85153352,-71.16222783,,
2013,PMGD PFV SLK CB NUEVE,341431,6384968,Fotovoltaica,19H,19,H,-32.66156501,-70.69092335,,
2014,PMGD PFV ITAHUE SOLAR,284960,6106723,Fotovoltaica,19H,19,H,-35.15944256,-71.36092228,,
2015,PMGD PFV JAVIERA CARRERA,339902,6263267,Fotovoltaica,19H,19,H,-33.7586012,-70.72866514,,
2016,PMGD PFV MILAN A,305769,6141844,Fotovoltaica,19H,19,H,-34.84719671,-71.12440793,,
2019,PFV MANZANO,332907,6336569,Fotovoltaica,19H,19,H,-33.09668058,-70.79053795,,
2021,PMGD PFV DON RODRIGO,266847,6065328,Fotovoltaica,19H,19,H,-35.52828602,-71.57141017,,
2022,PMGD PFV MALVILLA,271908,6275146,Fotovoltaica,19H,19,H,-33.63910028,-71.45927582,,
2025,PMGD PFV SOLAR TORINO,303998,6138914,Fotovoltaica,19H,19,H,-34.87326006,-71.1444518,,
2027,PMGD PFV SANTA EMILIA,335317,6223306,Fotovoltaica,19H,19,H,-34.11813194,-70.78565808,,
2028,PMGD PFV LITORAL SUNLIGHT,257978,6299334,Fotovoltaica,19H,19,H,-33.41808284,-71.60279435,,
2029,PMGD PFV CONDOR CHEPICA,288073,6154882,Fotovoltaica,19H,19,H,-34.72618584,-71.31453832,,
2030,PMGD PFV LIMA,288073,6154882,Fotovoltaica,19H,19,H,-34.72618584,-71.31453832,,
2031,PMGD PFV PICUNCHE,344932,6236245,Fotovoltaica,19H,19,H,-34.00295905,-70.67914059,,
2034,PMGD PFV NAN,339479,6231124,Fotovoltaica,19H,19,H,-34.04830336,-70.73910622,,
2035,PMGD PFV LOS JOTES,303003,6406555,Fotovoltaica,19H,19,H,-32.46077117,-71.09596066,,
2036,PMGD PFV BERGAMO,305769,6141844,Fotovoltaica,19H,19,H,-34.84719671,-71.12440793,,
2039,PMGD PFV LAS PALMAS DEL VERANO SOLAR,268557,6276661,Fotovoltaica,19H,19,H,-33.6247251,-71.49498253,,
2040,PMGD PFV AÑUÑUCA DEL VERANO SOLAR,333797,6374920,Fotovoltaica,19H,19,H,-32.75103947,-70.77408921,,
2041,PMGD PFV VILLA MOSCOSO,279328,6336452,Fotovoltaica,19H,19,H,-33.08816966,-71.36433626,,
2043,PMGD PFV MARAÑON,332134,6836915,Fotovoltaica,19H,19,H,-28.58385488,-70.71650072,,
2044,PMGD PFV PARQUE EL INGENIO,298092,6402846,Fotovoltaica,19H,19,H,-32.49332648,-71.14897491,,
2045,PMGD PFV RDCL SAN,288064,6344261,Fotovoltaica,19H,19,H,-33.01952528,-71.2689946,,
2046,PMGD PFV CAÑONES SUNLIGHT,295336,6371855,Fotovoltaica,19H,19,H,-32.77218589,-71.18507219,,
2047,PMGD PFV TIERRA,374997,6954550,Fotovoltaica,19J,19,J,-27.52703829,-70.26581341,,
2048,PMGD PFV SAMO BAJO,294060,6617900,Fotovoltaica,19J,19,J,-30.55366001,-71.14702571,,
2050,PMGD PFV PARQUE SOLAR FOTOVOLTAICO LA VICTORIA,765700,5943300,Fotovoltaica,18H,18,H,-36.61882515,-72.02895774,,
2051,PMGD PFV CONDOR PETORCA,315679,6428461,Fotovoltaica,19H,19,H,-32.26543922,-70.95690314,,
2053,PMGD PFV AROMO DEL VERANO SOLAR,327390,6212978,Fotovoltaica,19H,19,H,-34.2099474,-70.87362738,,
2054,PMGD PFV LO CHACON,286151,6237017,Fotovoltaica,19H,19,H,-33.98567113,-71.31506361,,
2055,PMGD PFV PARQUE SOLAR RIO PEUCO,342771,6243171,Fotovoltaica,19H,19,H,-33.94019976,-70.70128756,,
2057,PMGD PFV LIQUIDAMBAR,355944,6366599,Fotovoltaica,19H,19,H,-32.82919676,-70.53905836,,
2058,PMGD PFV BULNES LOS BARONES,749708,5921066,Fotovoltaica,18H,18,H,-36.82334561,-72.2003182,,
2059,PMGD PFV PARQUE SOLAR EL OLIVAR,729022,5854235,Fotovoltaica,18H,18,H,-37.43039802,-72.41159546,,
2060,PMGD PFV PSF CHAMPA,334908,6255173,Fotovoltaica,19H,19,H,-33.83080049,-70.78407906,,
2061,PMGD PFV CLEMENTINA,325948,6333700,Fotovoltaica,19H,19,H,-33.12145256,-70.86562246,,
2062,PMGD PFV EL CUERVO,771128,6121295,Fotovoltaica,18H,18,H,-35.0146624,-72.02871657,,
2063,PMGD PFV PARQUE SOLAR JOTABECHE,376447,6946613,Fotovoltaica,19J,19,J,-27.59880819,-70.25194579,,
2066,PMGD PFV CAUQUENES,741939,6020606,Fotovoltaica,18H,18,H,-35.9289706,-72.31830598,,
2068,PMGD PFV LOS LIRIOS,334145,6210451,Fotovoltaica,19H,19,H,-34.23382407,-70.80082128,,
2069,PMGD PFV PELUMPEN SOLAR,298777.2374,6342853.436,Fotovoltaica,19H,19,H,-33.03424526,-71.1546793,,
2070,PMGD PFV PARQUE SOLAR EL RECONQUISTADOR,722164,5989076,Fotovoltaica,18H,18,H,-36.21767084,-72.5284294,,
2071,PMGD PFV RATULEMUS,739491,6019565,Fotovoltaica,18H,18,H,-35.93894909,-72.34510005,,
2072,PMGD PFV DON MARTIN,746402,5835069,Fotovoltaica,18H,18,H,-37.59848586,-72.20894853,,
2073,PMGD PFV MAIKONO,271668,6366156,Fotovoltaica,19H,19,H,-32.81888751,-71.43897597,,
2074,PMGD PFV ALBOR SOLAR,746491.61,5835409.26,Fotovoltaica,18H,18,H,-37.59539857,-72.20804915,,
2075,PMGD PFV VIOLETA,339558,6263963,Fotovoltaica,19H,19,H,-33.75227459,-70.73225178,,
2082,PMGD PFV CONCON,267390,6353815,Fotovoltaica,19H,19,H,-32.92920674,-71.48774163,,
2083,PMGD PFV CABRERO SOLAR,729849,5897540,Fotovoltaica,18H,18,H,-37.04023885,-72.4156123,,
2084,PMGD PFV ROSARIO,326161,6196391,Fotovoltaica,19H,19,H,-34.35925131,-70.89030714,,
2085,PMGD PFV COLINA,340002,6343801.24,Fotovoltaica,19H,19,H,-33.03254178,-70.71327515,,
2088,PMGD PFV TALLADO,354196,7440018,Fotovoltaica,19H,19,H,-23.14227543,-70.42412946,,
2089,PMGD PFV BLU,767198.45,5938832.44,Fotovoltaica,18H,18,H,-36.65862637,-72.01066783,,
2096,PMGD PFV SANTA LUCIA,294475,6609231,Fotovoltaica,19H,19,H,-30.63190358,-71.14442301,,
2097,PMGD PFV PSF LA GAMBOINA,344280,6219781,Fotovoltaica,19H,19,H,-34.15128351,-70.68914267,,
2099,PFV CHERCAN SOLAR,285362,6663523,Fotovoltaica,19J,19,J,-30.14073945,-71.2283052,,
2101,PMGD PFV PATRICIA DEL VERANO SOLAR,319125,6269168,Fotovoltaica,19H,19,H,-33.70206434,-70.95169334,,
2105,PMGD PFV PSF COYUNCHE,741602,5856766,Fotovoltaica,18H,18,H,-37.40441236,-72.270388,,
2107,PMGD PFV MAITENLAHUE,260593,6246652,Fotovoltaica,19H,19,H,-33.893347,-71.5888813,,
2110,PMGD PFV EL PICHON,251116,6008548,Fotovoltaica,19H,19,H,-36.03581501,-71.76237935,,
2111,PMGD PFV AYLA SOLAR,338435,6222128,Fotovoltaica,19H,19,H,-34.12923787,-70.75208272,,
2112,PMGD PFV LAS BANDURRIAS,306119,6106198,Fotovoltaica,19H,19,H,-35.16847714,-71.12889159,,
2113,PMGD PFV ORQUIDEA SOLAR,287476,6617074,Fotovoltaica,19H,19,H,-30.55995857,-71.21579391,,
2114,PMGD PFV DON MATIAS,329108,6158846,Fotovoltaica,19H,19,H,-34.69814865,-70.86581176,,
2115,PMGD PFV PARQUE EL TRIGAL,757072.39,5913786.49,Fotovoltaica,18H,18,H,-36.8869125,-72.11537974,,
2117,PMGD PFV PARQUE PUEBLO SECO,756997.36,5913782.95,Fotovoltaica,18H,18,H,-36.8869648,-72.11621948,,
2118,PMGD PFV MALLOCO,324376,6277750,Fotovoltaica,19H,19,H,-33.62558419,-70.89336491,,
2123,PMGD PFV DOÑA IGNA,294610,6281136,Fotovoltaica,19H,19,H,-33.58973956,-71.21329147,,
2124,PMGD PFV INDEPENDENCIA,323803,6330956,Fotovoltaica,19H,19,H,-33.14584416,-70.88913344,,
2125,PMGD PFV LA PAZ,333281,6306468,Fotovoltaica,19H,19,H,-33.36811752,-70.79206039,,
2126,PMGD PFV CARA DE GALLO,314974,6205444,Fotovoltaica,19H,19,H,-34.27571913,-71.00994277,,
2128,PMGD PFV MAIMALICAN,278115,6441238,Fotovoltaica,19H,19,H,-32.14346295,-71.35248122,,
2129,PMGD PFV OLIVIER,337195.37,6676097.75,Fotovoltaica,19H,19,H,-30.03533994,-70.68848546,,
2131,PMGD PFV OLIVIA,334840,6674102,Fotovoltaica,19H,19,H,-30.05302685,-70.71321434,,
2132,PMGD PFV LOS NOGALES,275587.58,6596702.51,Fotovoltaica,19H,19,H,-30.74146323,-71.34408798,,
2133,PMGD PFV EL GAVIOTIN,285000,6694098,Fotovoltaica,19J,19,J,-29.86495782,-71.22589546,,
2134,PMGD PFV REN,711674,5825236,Fotovoltaica,18H,18,H,-37.69568324,-72.599128,,
2137,PMGD PFV FOTOVOLT LIN,259932,6032477,Fotovoltaica,19H,19,H,-35.82251703,-71.65740013,,
2139,PMGD PFV RIMINI,260899.96,6276112.04,Fotovoltaica,19H,19,H,-33.62797914,-71.57760195,,
2145,PMGD PFV YAHUTELA,315217,6370571,Fotovoltaica,19H,19,H,-32.78728345,-70.97318513,,
2146,PMGD PFV QUEMADOS,343913.43,6220841.42,Fotovoltaica,19H,19,H,-34.14166932,-70.69292668,,
2148,PMGD PFV PSF EL PERAL,343057,6264451,Fotovoltaica,19H,19,H,-33.74839937,-70.69440201,,
2151,PMGD PFV SOY SOLAR,279833,6654721,Fotovoltaica,19H,19,H,-30.21912176,-71.28750156,,
2152,PMGD PFV EL CHERCAN,288425,6126788,Fotovoltaica,19H,19,H,-34.9793937,-71.31778863,,
2158,PMGD PFV POCILLAS,736685,6016298,Fotovoltaica,18H,18,H,-35.96905719,-72.37520283,,
2159,PMGD PFV SIETE COLORES,292981,6497241,Fotovoltaica,19J,19,J,-31.64140686,-71.18301929,,
2163,PMGD PFV ARICA,367526,7970557,Fotovoltaica,19K,19,K,-18.3507026,-70.25379774,,
2171,PMGD PFV PENCAHUE,244234,6076805,Fotovoltaica,19H,19,H,-35.41935383,-71.8169375,,
2174,PMGD PFV TIJERAL,304113,6420296,Fotovoltaica,19H,19,H,-32.33708844,-71.08131227,,
2175,PMGD PFV PAILLIHUE,731908.459,5845350.149,Fotovoltaica,18H,18,H,-37.50968078,-72.37620707,,
2177,PMGD PFV JARDIN SOLAR PETORCA,323601,6414065,Fotovoltaica,19H,19,H,-32.3965156,-70.87551165,,
2180,PMGD PFV MACARENA SOLAR,433095,7747665,Fotovoltaica,19K,19,K,-20.36799721,-69.64108797,,
2183,PMGD PFV EL RAYADOR,284939,6695009,Fotovoltaica,19J,19,J,-29.85673181,-71.22634415,,
2184,PMGD PFV LOS CISNES,291502,6284678,Fotovoltaica,19H,19,H,-33.55721349,-71.24593386,,
2195,PMGD LAJA ANDINO,708487,5871372,Fotovoltaica,18H,18,H,-37.28091132,-72.64831663,,
2196,PMGD TER LOS ARRAYANES,339591,6314064,Fotovoltaica,19H,19,H,-33.30059397,-70.72291241,,
2197,PMGD PFV LAS ARBOLEDAS,301037.2,6140325.3,Fotovoltaica,19H,19,H,-34.85996714,-71.17648999,,
2198,PMGD PFV SOL DEL MAULE,255655.96,6061773.13,Fotovoltaica,19H,19,H,-35.55760977,-71.69578728,,
2201,PMGD PFV TRANQUE DEL SOL,294896.14,6377075.19,Fotovoltaica,19H,19,H,-32.72504841,-71.18861386,,
2206,PMGD PFV LAS TAGUAS,283939,6697434,Fotovoltaica,19J,19,J,-29.83468841,-71.23620219,,
2212,PMGD PFV EL CARDENAL,308201,6188779,Fotovoltaica,,,,-34.42468246,-71.08719643,,
2216,PMGD PFV RUCAPAINE,334.481,6.255.692,Fotovoltaica,19H,19,H,-33.72114032,-74.39006037,,
2253,PMGD PFV EL MIRLO,328870,6186307,Fotovoltaica,,,,-34.4505952,-70.86287781,,
2256,PMGD PFV LOS ROBLES,264392,6082340,Fotovoltaica,19H,19,H,-35.37447052,-71.59353647,,
2264,PMGD PFV EL CARPINTERO,736591,6083144,Fotovoltaica,18H,18,H,-35.36699577,-72.39588557,,
